Date,Open,High,Low,Close,Adj Close,Volume
2023-01-31,142.699997,144.339996,142.279999,144.289993,143.487961,65874500
2023-02-01,143.970001,146.610001,141.320007,145.429993,144.621613,77663600
2023-02-02,148.899994,151.179993,148.169998,150.820007,149.981674,118339000
2023-02-03,148.029999,157.380005,147.830002,154.500000,153.641220,154357300
2023-02-06,152.570007,153.100006,150.779999,151.729996,150.886627,69858300
2023-02-07,150.639999,155.229996,150.639999,154.649994,153.790390,83322600
2023-02-08,153.880005,154.580002,151.169998,151.919998,151.075562,64120100
2023-02-09,153.779999,154.330002,150.419998,150.869995,150.031387,56007100
2023-02-10,149.460007,151.339996,149.220001,151.009995,150.399902,57450700
2023-02-13,150.949997,154.259995,150.919998,153.850006,153.228439,62199000
2023-02-14,152.119995,153.770004,150.860001,153.199997,152.581055,61707600
2023-02-15,153.110001,155.500000,152.880005,155.330002,154.702454,65573800
2023-02-16,153.509995,156.330002,153.350006,153.710007,153.089005,68167900
2023-02-17,152.350006,153.000000,150.850006,152.550003,151.933685,59144100
2023-02-21,150.199997,151.300003,148.410004,148.479996,147.880127,58867200
2023-02-22,148.869995,149.949997,147.160004,148.910004,148.308395,51011300
2023-02-23,150.089996,150.339996,147.240005,149.399994,148.796417,48394200
2023-02-24,147.110001,147.190002,145.720001,146.710007,146.117279,55469600
2023-02-27,147.710007,149.169998,147.449997,147.919998,147.322388,44998500
2023-02-28,147.050003,149.080002,146.830002,147.410004,146.814453,50547000
2023-03-01,146.830002,147.229996,145.009995,145.309998,144.722931,55479000
2023-03-02,144.380005,146.710007,143.899994,145.910004,145.320511,52238100
2023-03-03,148.039993,151.110001,147.330002,151.029999,150.419815,70732300
2023-03-06,153.789993,156.300003,153.460007,153.830002,153.208511,87558000
2023-03-07,153.699997,154.029999,151.130005,151.600006,150.987534,56182000
2023-03-08,152.809998,153.470001,151.830002,152.869995,152.252396,47204800
2023-03-09,153.559998,154.539993,150.229996,150.589996,149.981598,53833600
2023-03-10,150.210007,150.940002,147.610001,148.500000,147.900040,68572400
2023-03-13,147.809998,153.139999,147.699997,150.470001,149.862076,84457100
2023-03-14,151.279999,153.399994,150.100006,152.589996,151.973526,73695900
2023-03-15,151.190002,153.250000,149.919998,152.990005,152.371902,77167900
2023-03-16,152.160004,156.460007,151.639999,155.850006,155.220352,76161100
2023-03-17,156.080002,156.740005,154.279999,155.000000,154.373779,98944600
2023-03-20,155.070007,157.820007,154.149994,157.399994,156.764099,73641400
2023-03-21,157.320007,159.399994,156.539993,159.279999,158.636490,73938300
2023-03-22,159.300003,162.139999,157.809998,157.830002,157.192368,75701800
2023-03-23,158.830002,161.550003,157.679993,158.929993,158.287903,67622100
2023-03-24,158.860001,160.339996,157.850006,160.250000,159.602570,59196500
2023-03-27,159.940002,160.770004,157.869995,158.279999,157.640533,52390300
2023-03-28,157.970001,158.490005,155.979996,157.649994,157.013077,45992200
2023-03-29,159.369995,161.050003,159.350006,160.770004,160.120499,51305700
2023-03-30,161.529999,162.470001,161.270004,162.360001,161.704056,49501700
2023-03-31,162.440002,165.000000,161.910004,164.899994,164.233795,68749800
2023-04-03,164.270004,166.289993,164.220001,166.169998,165.498672,56976200
2023-04-04,166.600006,166.839996,165.110001,165.630005,164.960846,46278300
2023-04-05,164.740005,165.050003,161.800003,163.759995,163.098389,51511700
2023-04-06,162.429993,164.960007,162.000000,164.660004,163.994766,45390100
2023-04-10,161.419998,162.029999,160.080002,162.029999,161.375381,47716900
2023-04-11,162.350006,162.360001,160.509995,160.800003,160.150360,47644200
2023-04-12,161.220001,162.059998,159.779999,160.100006,159.453186,50133100
2023-04-13,161.630005,165.800003,161.419998,165.559998,164.891113,68445600
2023-04-14,164.589996,166.320007,163.820007,165.210007,164.542542,49386500
2023-04-17,165.089996,165.389999,164.029999,165.229996,164.562454,41516200
2023-04-18,166.100006,167.410004,165.649994,166.470001,165.797455,49923000
2023-04-19,165.800003,168.160004,165.539993,167.630005,166.952774,47720200
2023-04-20,166.089996,167.869995,165.559998,166.649994,165.976700,52456400
2023-04-21,165.050003,166.449997,164.490005,165.020004,164.353317,58337300
2023-04-24,165.000000,165.600006,163.889999,165.330002,164.662064,41949600
2023-04-25,165.190002,166.309998,163.729996,163.770004,163.108353,48714100
2023-04-26,163.059998,165.279999,162.800003,163.759995,163.098389,45498800
2023-04-27,165.190002,168.559998,165.190002,168.410004,167.729614,64902300
2023-04-28,168.490005,169.850006,167.880005,169.679993,168.994461,55209200
2023-05-01,169.279999,170.449997,168.639999,169.589996,168.904831,52472900
2023-05-02,170.089996,170.350006,167.539993,168.539993,167.859070,48425700
2023-05-03,169.500000,170.919998,167.160004,167.449997,166.773483,65136000
2023-05-04,164.889999,167.039993,164.309998,165.789993,165.120178,81235400
2023-05-05,170.979996,174.300003,170.759995,173.570007,172.868759,113316400
2023-05-08,172.479996,173.850006,172.110001,173.500000,172.799042,55962800
2023-05-09,173.050003,173.539993,171.600006,171.770004,171.076035,45326900
2023-05-10,173.020004,174.029999,171.899994,173.559998,172.858795,53724500
2023-05-11,173.850006,174.589996,172.169998,173.750000,173.048050,49514700
2023-05-12,173.619995,174.059998,171.000000,172.570007,172.110550,45497800
2023-05-15,173.160004,173.210007,171.470001,172.070007,171.611877,37266700
2023-05-16,171.990005,173.139999,171.800003,172.070007,171.611877,42110300
2023-05-17,171.710007,172.929993,170.419998,172.690002,172.230225,57951600
2023-05-18,173.000000,175.240005,172.580002,175.050003,174.583939,65496700
2023-05-19,176.389999,176.389999,174.940002,175.160004,174.693649,55772400
2023-05-22,173.979996,174.710007,173.449997,174.199997,173.736191,43570900
2023-05-23,173.130005,173.380005,171.279999,171.559998,171.103226,50747300
2023-05-24,171.089996,172.419998,170.520004,171.839996,171.382477,45143500
2023-05-25,172.410004,173.899994,171.690002,172.990005,172.529419,56058300
2023-05-26,173.320007,175.770004,173.110001,175.429993,174.962906,54835000
2023-05-30,176.960007,178.990005,176.570007,177.300003,176.827942,55964400
2023-05-31,177.330002,179.350006,176.759995,177.250000,176.778061,99625300
2023-06-01,177.699997,180.119995,176.929993,180.089996,179.610504,68901800
2023-06-02,181.029999,181.779999,179.259995,180.949997,180.468216,61945900
2023-06-05,182.630005,184.949997,178.039993,179.580002,179.101868,121946500
2023-06-06,179.970001,180.119995,177.429993,179.210007,178.732849,64848400
2023-06-07,178.440002,181.210007,177.320007,177.820007,177.346558,61944600
2023-06-08,177.899994,180.839996,177.460007,180.570007,180.089233,50214900
2023-06-09,181.500000,182.229996,180.630005,180.960007,180.478195,48870700
2023-06-12,181.270004,183.889999,180.970001,183.789993,183.300644,54274900
2023-06-13,182.800003,184.149994,182.440002,183.309998,182.821945,54929100
2023-06-14,183.369995,184.389999,182.020004,183.949997,183.460236,57462900
2023-06-15,183.960007,186.520004,183.779999,186.009995,185.514740,65433200
2023-06-16,186.729996,186.990005,184.270004,184.919998,184.427643,101235600
2023-06-20,184.410004,186.100006,184.410004,185.009995,184.517410,49799100
2023-06-21,184.899994,185.410004,182.589996,183.960007,183.470215,49515700
2023-06-22,183.740005,187.050003,183.669998,187.000000,186.502121,51245300
2023-06-23,185.550003,187.559998,185.009995,186.679993,186.182953,53079300
2023-06-26,186.830002,188.050003,185.229996,185.270004,184.776733,48088700
2023-06-27,185.889999,188.389999,185.669998,188.059998,187.559280,50730800
2023-06-28,187.929993,189.899994,187.600006,189.250000,188.746124,51216800
2023-06-29,189.080002,190.070007,188.940002,189.589996,189.085205,46347300
2023-06-30,191.630005,194.479996,191.259995,193.970001,193.453568,85069600
2023-07-03,193.779999,193.880005,191.759995,192.460007,191.947586,31458200
2023-07-05,191.570007,192.979996,190.619995,191.330002,190.820587,46920300
2023-07-06,189.839996,192.020004,189.199997,191.809998,191.299301,45094300
2023-07-07,191.410004,192.669998,190.240005,190.679993,190.172302,46778000
2023-07-10,189.259995,189.990005,187.039993,188.610001,188.107834,59922200
2023-07-11,189.160004,189.300003,186.600006,188.080002,187.579254,46638100
2023-07-12,189.679993,191.699997,188.470001,189.770004,189.264740,60750200
2023-07-13,190.500000,191.190002,189.779999,190.539993,190.032669,41342300
2023-07-14,190.229996,191.179993,189.630005,190.690002,190.182281,41573900
2023-07-17,191.899994,194.320007,191.809998,193.990005,193.473511,50520200
2023-07-18,193.350006,194.330002,192.419998,193.729996,193.214188,48353800
2023-07-19,193.100006,198.229996,192.649994,195.100006,194.580551,80507300
2023-07-20,195.089996,196.470001,192.500000,193.130005,192.615799,59581200
2023-07-21,194.100006,194.970001,191.229996,191.940002,191.428970,71917800
2023-07-24,193.410004,194.910004,192.250000,192.750000,192.236801,45377800
2023-07-25,193.330002,194.440002,192.919998,193.619995,193.104492,37283200
2023-07-26,193.669998,195.639999,193.320007,194.500000,193.982147,47471900
2023-07-27,196.020004,197.199997,192.550003,193.220001,192.705551,47460200
2023-07-28,194.669998,196.630005,194.139999,195.830002,195.308609,48291400
2023-07-31,196.059998,196.490005,195.259995,196.449997,195.926956,38824100
2023-08-01,196.240005,196.729996,195.279999,195.610001,195.089188,35175100
2023-08-02,195.039993,195.179993,191.850006,192.580002,192.067245,50389300
2023-08-03,191.570007,192.369995,190.690002,191.169998,190.661011,61235200
2023-08-04,185.520004,187.380005,181.919998,181.990005,181.505463,115799700
2023-08-07,182.130005,183.130005,177.350006,178.850006,178.373810,97576100
2023-08-08,179.690002,180.270004,177.580002,179.800003,179.321274,67823000
2023-08-09,180.869995,180.929993,177.009995,178.190002,177.715561,60378500
2023-08-10,179.479996,180.750000,177.600006,177.970001,177.496155,54686900
2023-08-11,177.320007,178.619995,176.550003,177.789993,177.556076,51988100
2023-08-14,177.970001,179.690002,177.309998,179.460007,179.223892,43675600
2023-08-15,178.880005,179.479996,177.050003,177.449997,177.216522,43622600
2023-08-16,177.130005,178.539993,176.500000,176.570007,176.337692,46964900
2023-08-17,177.139999,177.509995,173.479996,174.000000,173.771072,66062900
2023-08-18,172.300003,175.100006,171.960007,174.490005,174.260422,61114200
2023-08-21,175.070007,176.130005,173.740005,175.839996,175.608643,46311900
2023-08-22,177.059998,177.679993,176.250000,177.229996,176.996811,42084200
2023-08-23,178.520004,181.550003,178.330002,181.119995,180.881699,52722800
2023-08-24,180.669998,181.100006,176.009995,176.380005,176.147934,54945800
2023-08-25,177.380005,179.149994,175.820007,178.610001,178.375000,51449600
2023-08-28,180.089996,180.589996,178.550003,180.190002,179.952927,43820700
2023-08-29,179.699997,184.899994,179.500000,184.119995,183.877747,53003900
2023-08-30,184.940002,187.850006,184.740005,187.649994,187.403107,60813900
2023-08-31,187.839996,189.119995,187.479996,187.869995,187.622818,60794500
2023-09-01,189.490005,189.919998,188.279999,189.460007,189.210739,45732600
2023-09-05,188.279999,189.979996,187.610001,189.699997,189.450409,45280000
2023-09-06,188.399994,188.850006,181.470001,182.910004,182.669342,81755800
2023-09-07,175.179993,178.210007,173.539993,177.559998,177.326385,112488800
2023-09-08,178.350006,180.240005,177.789993,178.179993,177.945557,65551300
2023-09-11,180.070007,180.300003,177.339996,179.360001,179.124008,58953100
2023-09-12,179.490005,180.130005,174.820007,176.300003,176.068039,90370200
2023-09-13,176.509995,177.300003,173.979996,174.210007,173.980789,84267900
2023-09-14,174.000000,176.100006,173.580002,175.740005,175.508789,60895800
2023-09-15,176.479996,176.500000,173.820007,175.009995,174.779724,109205100
2023-09-18,176.479996,179.380005,176.169998,177.970001,177.735840,67257600
2023-09-19,177.520004,179.630005,177.130005,179.070007,178.834396,51826900
2023-09-20,179.259995,179.699997,175.399994,175.490005,175.259109,58436200
2023-09-21,174.550003,176.300003,173.860001,173.929993,173.701157,63047900
2023-09-22,174.669998,177.080002,174.050003,174.789993,174.560013,56725400
2023-09-25,174.199997,176.970001,174.149994,176.080002,175.848328,46172700
2023-09-26,174.820007,175.199997,171.660004,171.960007,171.733749,64588900
2023-09-27,172.619995,173.039993,169.050003,170.429993,170.205750,66921800
2023-09-28,169.339996,172.029999,167.619995,170.690002,170.465424,56294400
2023-09-29,172.020004,173.070007,170.339996,171.210007,170.984741,51814200
2023-10-02,171.220001,174.300003,170.929993,173.750000,173.521393,52164500
2023-10-03,172.259995,173.630005,170.820007,172.399994,172.173172,49594600
2023-10-04,171.089996,174.210007,170.970001,173.660004,173.431519,53020300
2023-10-05,173.789993,175.449997,172.679993,174.910004,174.679871,48527900
2023-10-06,173.800003,177.990005,173.179993,177.490005,177.256485,57224100
2023-10-09,176.809998,179.050003,175.800003,178.990005,178.754501,42390800
2023-10-10,178.100006,179.720001,177.949997,178.389999,178.155289,43698000
2023-10-11,178.199997,179.850006,177.600006,179.800003,179.563431,47551100
2023-10-12,180.070007,182.339996,179.039993,180.710007,180.472244,56743100
2023-10-13,181.419998,181.929993,178.139999,178.850006,178.614685,51427100
2023-10-16,176.750000,179.080002,176.509995,178.720001,178.484863,52517000
2023-10-17,176.649994,178.419998,174.800003,177.149994,176.916916,57549400
2023-10-18,175.580002,177.580002,175.110001,175.839996,175.608643,54764400
2023-10-19,176.039993,177.839996,175.190002,175.460007,175.229156,59302900
2023-10-20,175.309998,175.419998,172.639999,172.880005,172.652542,64189300
2023-10-23,170.910004,174.009995,169.929993,173.000000,172.772385,55980100
2023-10-24,173.050003,173.669998,171.449997,173.440002,173.211807,43816600
2023-10-25,171.880005,173.059998,170.649994,171.100006,170.874893,57157000
2023-10-26,170.369995,171.380005,165.669998,166.889999,166.670425,70625300
2023-10-27,166.910004,168.960007,166.830002,168.220001,167.998672,58499100
2023-10-30,169.020004,171.169998,168.869995,170.289993,170.065933,51131000
2023-10-31,169.350006,170.899994,167.899994,170.770004,170.545319,44846000
2023-11-01,171.000000,174.229996,170.119995,173.970001,173.741104,56934900
2023-11-02,175.520004,177.779999,175.460007,177.570007,177.336380,77334800
2023-11-03,174.240005,176.820007,173.350006,176.649994,176.417572,79763700
2023-11-06,176.380005,179.429993,176.210007,179.229996,178.994186,63841300
2023-11-07,179.179993,182.440002,178.970001,181.820007,181.580780,70530000
2023-11-08,182.350006,183.449997,181.589996,182.889999,182.649368,49340300
2023-11-09,182.960007,184.119995,181.809998,182.410004,182.169998,53763500
2023-11-10,183.970001,186.570007,183.529999,186.399994,186.399994,66133400
2023-11-13,185.820007,186.029999,184.210007,184.800003,184.800003,43627500
2023-11-14,187.699997,188.110001,186.300003,187.440002,187.440002,60108400
2023-11-15,187.850006,189.500000,187.779999,188.009995,188.009995,53790500
2023-11-16,189.570007,190.960007,188.649994,189.710007,189.710007,54412900
2023-11-17,190.250000,190.380005,188.570007,189.690002,189.690002,50922700
2023-11-20,189.889999,191.910004,189.880005,191.449997,191.449997,46505100
2023-11-21,191.410004,191.520004,189.740005,190.639999,190.639999,38134500
2023-11-22,191.490005,192.929993,190.830002,191.309998,191.309998,39617700
2023-11-24,190.869995,190.899994,189.250000,189.970001,189.970001,24048300
2023-11-27,189.919998,190.669998,188.899994,189.789993,189.789993,40552600
2023-11-28,189.779999,191.080002,189.399994,190.399994,190.399994,38415400
2023-11-29,190.899994,192.089996,188.970001,189.369995,189.369995,43014200
2023-11-30,189.839996,190.320007,188.190002,189.949997,189.949997,48794400
2023-12-01,190.330002,191.559998,189.229996,191.240005,191.240005,45679300
2023-12-04,189.979996,190.050003,187.449997,189.429993,189.429993,43389500
2023-12-05,190.210007,194.399994,190.179993,193.419998,193.419998,66628400
2023-12-06,194.449997,194.759995,192.110001,192.320007,192.320007,41089700
2023-12-07,193.630005,195.000000,193.589996,194.270004,194.270004,47477700
2023-12-08,194.199997,195.990005,193.669998,195.710007,195.710007,53377300
2023-12-11,193.110001,193.490005,191.419998,193.179993,193.179993,60943700
2023-12-12,193.080002,194.720001,191.720001,194.710007,194.710007,52696900
2023-12-13,195.089996,198.000000,194.850006,197.960007,197.960007,70404200
2023-12-14,198.020004,199.619995,196.160004,198.110001,198.110001,66831600
2023-12-15,197.529999,198.399994,197.000000,197.570007,197.570007,128256700
2023-12-18,196.089996,196.630005,194.389999,195.889999,195.889999,55751900
2023-12-19,196.160004,196.949997,195.889999,196.940002,196.940002,40714100
2023-12-20,196.899994,197.679993,194.830002,194.830002,194.830002,52242800
2023-12-21,196.100006,197.080002,193.500000,194.679993,194.679993,46482500
2023-12-22,195.179993,195.410004,192.970001,193.600006,193.600006,37122800
2023-12-26,193.610001,193.889999,192.830002,193.050003,193.050003,28919300
2023-12-27,192.490005,193.500000,191.089996,193.149994,193.149994,48087700
2023-12-28,194.139999,194.660004,193.169998,193.580002,193.580002,34049900
2023-12-29,193.899994,194.399994,191.729996,192.529999,192.529999,42628800
2024-01-02,187.149994,188.440002,183.889999,185.639999,185.639999,82488700
2024-01-03,184.220001,185.880005,183.429993,184.250000,184.250000,58414500
2024-01-04,182.149994,183.089996,180.880005,181.910004,181.910004,71983600
2024-01-05,181.990005,182.759995,180.169998,181.179993,181.179993,62303300
2024-01-08,182.089996,185.600006,181.500000,185.559998,185.559998,59144500
2024-01-09,183.919998,185.149994,182.729996,185.139999,185.139999,42841800
2024-01-10,184.350006,186.399994,183.919998,186.190002,186.190002,46792900
2024-01-11,186.539993,187.050003,183.619995,185.589996,185.589996,49128400
2024-01-12,186.059998,186.740005,185.190002,185.919998,185.919998,40444700
2024-01-16,182.160004,184.259995,180.929993,183.630005,183.630005,65603000
2024-01-17,181.270004,182.929993,180.300003,182.679993,182.679993,47317400
2024-01-18,186.089996,189.139999,185.830002,188.630005,188.630005,78005800
